READ SERR 1 2
@zpup_22049_grp30_martins_HEII1_30.pco
!
16.1350021 0.619999826 8.73612589E-4 8.83610104E-4 1.23677135E-3
15.3500013 0.165000334 3.28265759E-3 1.84701616E-3 3.50740668E-3
15.085001 0.100000106 5.77748334E-3 2.54119211E-3 7.74048502E-3
14.8200016 0.164999813 3.39209056E-3 1.84756459E-3 4.3400554E-3
14.4100018 0.244999945 2.21077446E-3 1.47001923E-3 2.59206281E-3
13.8050013 0.360000044 6.218825E-3 1.34579348E-3 6.14941632E-3
13.4175014 2.75000799E-2 2.03524604E-2 6.25568721E-3 2.5637567E-2
13.1175013 0.272499889 2.12018052E-3 1.38854259E-3 2.90683773E-3
12.7075014 0.137500271 3.93918948E-3 2.06559012E-3 3.26018152E-3
12.4675007 0.102500156 5.46042388E-3 2.48187431E-3 5.43381181E-3
12.2800007 8.49997103E-2 6.37225294E-3 2.79161148E-3 8.81762803E-3
12.1625013 3.24999131E-2 1.99990571E-2 5.70491748E-3 1.49623482E-2
12.1150007 1.50004001E-2 3.61083448E-2 9.98920854E-3 3.28290835E-2
12.0800009 1.99999306E-2 2.88875476E-2 8.07216205E-3 2.2073878E-2
11.9325008 0.127499849 4.24815901E-3 2.16235197E-3 4.44290508E-3
11.687501 0.117499933 4.60970169E-3 2.277744E-3 4.53586876E-3
11.5400009 3.00002452E-2 1.80545077E-2 5.79857547E-3 1.54691553E-2
11.460001 4.99996655E-2 1.08328657E-2 4.01257025E-3 9.33526456E-3
11.3200006 9.00003761E-2 6.21879939E-3 2.7082914E-3 8.67936295E-3
11.1800003 4.99999411E-2 1.08328061E-2 3.99710564E-3 9.93811619E-3
11.085001 4.50000837E-2 1.20364139E-2 4.31024889E-3 9.79365967E-3
11.0125008 2.74998564E-2 2.23222356E-2 6.42391294E-3 1.26253525E-2
10.8875008 9.74996686E-2 5.92565024E-3 2.57936912E-3 7.73478579E-3
10.7400017 5.00000343E-2 1.08327856E-2 4.00105724E-3 1.2447549E-2
10.6400013 5.00000827E-2 1.08327754E-2 3.99080897E-3 1.09805837E-2
10.5400009 5.00002876E-2 1.08327307E-2 4.00390476E-3 1.15452148E-2
10.437501 5.2499909E-2 1.03169633E-2 3.8925882E-3 1.00146681E-2
10.3300009 5.49998842E-2 1.05045484E-2 3.79551807E-3 8.54166783E-3
10.2525015 2.25001294E-2 2.40727346E-2 7.24468334E-3 1.23672597E-2
10.2050009 2.50001326E-2 2.31098365E-2 6.77313516E-3 1.50448605E-2
10.1425009 3.74996774E-2 1.54067706E-2 4.98243328E-3 9.40661971E-3
10.062501 4.25002836E-2 1.27443774E-2 4.49762819E-3 9.53247212E-3
9.99250126 2.74998359E-2 1.96961034E-2 6.21956913E-3 1.0029424E-2
9.92000103 4.50001322E-2 1.20364008E-2 4.33000363E-3 8.32580402E-3
9.83000088 4.49997447E-2 1.24377217E-2 4.33793943E-3 7.85098877E-3
9.7225008 6.25001192E-2 8.95509124E-3 3.4390951E-3 9.84539185E-3
9.58500099 7.50002787E-2 7.2218352E-3 3.04092327E-3 6.99848635E-3
9.33750057 0.172499835 2.31309123E-2 2.5532539E-3 2.48221327E-2
9.15750122 7.49981264E-3 8.66645053E-2 1.90458074E-2 9.37013105E-2
9.14250088 7.50017678E-3 8.18458349E-2 1.86545029E-2 8.05518106E-2
9.11750126 1.7500028E-2 3.09507884E-2 8.78323521E-3 3.59624736E-2
9.03000069 7.00000748E-2 8.76939483E-3 3.23159853E-3 9.6295597E-3
8.91250038 4.74999361E-2 1.14029553E-2 4.15433804E-3 1.05930101E-2
8.82750034 3.75001393E-2 1.44436704E-2 4.94181737E-3 1.23222722E-2
8.74750042 4.24999855E-2 1.27444658E-2 4.47904319E-3 1.23651661E-2
8.67000103 3.49999145E-2 1.59913041E-2 5.22323325E-3 1.23545425E-2
8.60000038 3.49998623E-2 1.5475479E-2 5.17733442E-3 1.30851893E-2
8.52000141 4.49999869E-2 1.40425134E-2 4.45940439E-3 1.43151861E-2
8.45000076 2.49999855E-2 2.2387784E-2 6.72538672E-3 2.69914567E-2
8.41500092 9.99998581E-3 5.59695102E-2 1.41244745E-2 6.03287183E-2
8.39750099 7.50027457E-3 7.22159743E-2 1.78064425E-2 5.83062433E-2
8.37250042 1.74997654E-2 3.09512522E-2 8.74778535E-3 3.01325954E-2
8.30500126 5.00000119E-2 1.11938836E-2 4.03104117E-3 1.39726559E-2
8.20750046 4.75001447E-2 1.1402905E-2 4.15346818E-3 1.28412386E-2
8.11500072 4.49999645E-2 1.28388759E-2 4.3741134E-3 1.40762199E-2
8.0425005 2.74998192E-2 2.16657277E-2 6.37898268E-3 1.8656062E-2
7.97500086 4.00001593E-2 1.39923021E-2 4.74243844E-3 1.34009458E-2
7.90250063 3.250001E-2 1.66658312E-2 5.49236871E-3 1.49231162E-2
7.8475008 2.24999115E-2 2.64802631E-2 7.44630769E-3 3.75455059E-2
7.79500103 3.00001055E-2 1.86564103E-2 5.84965665E-3 2.27187946E-2
7.74000072 2.50000563E-2 2.4554275E-2 6.89223967E-3 2.37692483E-2
7.68250036 3.25000137E-2 1.66658275E-2 5.46735711E-3 1.40380571E-2
7.60250044 4.75000516E-2 1.14029273E-2 4.14504251E-3 1.12392623E-2
7.50750065 4.74997535E-2 1.2923399E-2 4.23654821E-3 1.41952811E-2
7.42000055 4.00002412E-2 1.39922732E-2 4.7242078E-3 1.38951289E-2
7.33250046 4.74999622E-2 1.14029488E-2 4.14934428E-3 1.20651331E-2
7.25500059 2.99998745E-2 1.80547293E-2 5.82041591E-3 1.2971269E-2
7.19000053 3.50000672E-2 1.59912352E-2 5.20610064E-3 1.55612295E-2
7.13000059 2.50001121E-2 2.31098533E-2 6.79856958E-3 1.8176185E-2
7.07000065 3.4999948E-2 1.65071376E-2 5.26116742E-3 1.74997468E-2
6.99750042 3.74999084E-2 1.49252173E-2 4.96988837E-3 1.22698555E-2
6.92500067 3.50000337E-2 1.54754044E-2 5.18047949E-3 1.24787288E-2
6.84750032 4.25001085E-2 1.31692439E-2 4.53560334E-3 1.25284111E-2
6.73250055 7.24998116E-2 5.25454059E-2 5.10303117E-3 5.55325709E-2
6.65500069 5.00013586E-3 0.162487477 2.97268815E-2 0.11849764
6.6425004 7.50004873E-3 0.122770853 2.17026714E-2 0.143354923
6.63000059 4.99983178E-3 0.122775778 2.66155489E-2 0.127252042
6.62000084 5.00014052E-3 0.129989862 2.72182077E-2 8.88520107E-2
6.59500074 1.9999953E-2 2.70820465E-2 7.88324606E-3 2.68072542E-2
6.52250051 5.25000878E-2 1.03169279E-2 3.87058919E-3 9.39456653E-3
6.39500046 7.49998614E-2 7.46260397E-3 3.04542016E-3 8.24718922E-3
6.25250053 6.75001219E-2 8.29175301E-3 3.27212596E-3 1.03587499E-2
6.14750051 3.74998637E-2 1.58881526E-2 5.01674181E-3 1.77906044E-2
5.98250055 0.127499938 4.24815621E-3 2.1651315E-3 4.91645699E-3
5.74000072 0.115000166 4.70990315E-3 2.30485061E-3 4.3002544E-3
5.46250057 0.162499979 3.33316764E-3 1.86993927E-3 2.14934E-3
5.09750032 0.202500075 5.34952525E-3 1.75969861E-3 4.64630965E-3
NO NO NO NO NO
11.5775013 0.495000243 1.0942209E-3 1.38231437E-3 1.39101432E-3
10.7887516 0.293749958 1.84387981E-3 1.81780092E-3 1.84280088E-3
10.3100004 0.185000375 2.92777596E-3 2.33511766E-3 2.63782032E-3
9.9725008 0.152499899 3.55173764E-3 2.59654201E-3 2.60485592E-3
9.63750076 0.182499871 2.96789058E-3 2.35216599E-3 3.31156747E-3
9.30750084 0.147499919 1.50557552E-2 3.06368433E-3 1.5080208E-2
9.14500141 1.50000853E-2 3.73127423E-2 1.16361212E-2 3.80162634E-2
9.02875042 0.101250045 5.34952478E-3 3.27895023E-3 5.06811077E-3
8.81375122 0.113749973 4.76166792E-3 3.06868902E-3 4.10749111E-3
8.57125092 0.128749952 4.20691166E-3 2.85785878E-3 4.85133566E-3
8.41500092 2.74999607E-2 2.0352548E-2 7.49255205E-3 2.02035829E-2
8.27875137 0.108750127 5.14660822E-3 3.15221702E-3 5.68981702E-3
8.02375031 0.146250084 3.70351668E-3 2.65981047E-3 5.64480852E-3
7.83000088 4.74998392E-2 1.14029786E-2 5.20454161E-3 1.20849283E-2
7.70375109 7.87501112E-2 6.87795412E-3 3.80001776E-3 6.37166016E-3
7.52625084 9.87499207E-2 5.48496284E-3 3.32773966E-3 4.91152098E-3
7.32750082 0.100000143 5.59693482E-3 3.30920285E-3 5.46018081E-3
7.15875053 6.8749927E-2 8.14101659E-3 4.14511608E-3 6.71212282E-3
6.9800005 0.110000044 4.92399465E-3 3.12058046E-3 4.75223269E-3
6.76625061 0.10375011 1.65319555E-2 3.72354151E-3 1.58072542E-2
6.64750051 1.49999009E-2 3.73132005E-2 1.16548669E-2 5.06413057E-2
6.58875036 4.37500998E-2 1.23803066E-2 5.45977335E-3 1.35895256E-2
6.36250067 0.182499826 2.96789128E-3 2.35065049E-3 4.40599304E-3
6.00250101 0.17749998 3.05149122E-3 2.38568988E-3 3.95903597E-3
5.47625065 0.348750144 1.55308796E-3 1.65922754E-3 1.90201472E-3
5.04000044 8.7500006E-2 6.19016681E-3 3.57498601E-3 4.5884545E-3
